"","losses_train","accuracies_train","losses_val","accuracies_val"
"0","1.3762333903250215","0.2851528384279476","1.3267881932465926","0.3556521739130435"
"1","1.1609845262948082","0.4961790393013101","1.0308004607325014","0.5726086956521739"
"2","0.9729467495039561","0.6020742358078602","0.9092222117859384","0.6291304347826087"
"3","0.849714487856132","0.6566593886462883","0.8270582021578499","0.648695652173913"
"4","0.7711194124414411","0.6756550218340611","0.7674258758192477","0.67"
"5","0.7117477866890128","0.6859170305676856","0.7423699921887854","0.6734782608695652"
"6","0.6627880193650982","0.6934497816593886","0.7158684160398401","0.6769565217391305"
"7","0.6258863130315943","0.6968340611353712","0.7228161060291788","0.6778260869565217"
"8","0.6051016776257206","0.6977074235807861","0.7054504550021627","0.6847826086956522"
"9","0.5808325746954789","0.6998908296943231","0.7197491500688635","0.6843478260869565"
"10","0.36814399871275677","0.8579694323144105","0.40505320423323177","0.8478260869565217"
"11","0.277566196941913","0.9055676855895196","0.39879290872941847","0.8521739130434782"
"12","0.2288904118363839","0.9253275109170306","0.4099232573872027","0.8508695652173913"
"13","0.1948019173382639","0.9376637554585153","0.4886050386273343","0.84"
"14","0.1755464342483787","0.9439956331877729","0.6322328183961952","0.8165217391304348"
"15","0.15483644363921803","0.9531659388646289","0.5281964882884337","0.837391304347826"
"16","0.1479968838973223","0.9525109170305677","0.4784646234758522","0.8482608695652174"
"17","0.13214754076739652","0.958296943231441","0.42716603633826195","0.8669565217391304"
"18","0.11184383920743639","0.9650655021834061","0.4627780068827712","0.8621739130434782"
"19","0.10321569150643155","0.9676855895196507","0.42403806963044666","0.8691304347826087"
"20","0.09690480101467253","0.9691048034934497","0.4842366169004337","0.8452173913043478"
"21","0.0778347284308895","0.9767467248908297","0.5390343461509632","0.841304347826087"
"22","0.07110863281708764","0.978056768558952","0.4918116015260634","0.8578260869565217"
"23","0.05613156220714021","0.9837336244541485","0.5054239258413081","0.8660869565217392"
"24","0.048562930395377304","0.985589519650655","0.4439812589396277","0.88"
"25","0.05288347111967612","0.9834061135371179","0.4347344761714339","0.8804347826086957"
"26","0.044137842613236784","0.985589519650655","0.5020304739525866","0.8760869565217392"
"27","0.043663751659431906","0.9862445414847162","0.4653807683301199","0.8778260869565218"
"28","0.036542265609366305","0.9889737991266375","0.485919061086505","0.8817391304347826"
"29","0.04950096945644496","0.9846069868995633","0.5879160971097325","0.8478260869565217"
"30","0.034179312012546724","0.9898471615720524","0.4895713770377409","0.8778260869565218"
"31","0.028183054060472622","0.9919213973799127","0.5494480443187058","0.8734782608695653"
"32","0.01980876353721266","0.993995633187773","0.5236974070496533","0.8721739130434782"
"33","0.020251186057956297","0.993886462882096","0.4808482083904496","0.8834782608695653"
"34","0.022112323171202413","0.993122270742358","0.4743013901575266","0.8930434782608696"
"35","0.01992624774255282","0.9944323144104803","0.5792251551604789","0.8704347826086957"
"36","0.012699463998976517","0.9965065502183406","0.4860519245611099","0.8904347826086957"
"37","0.026423241967379444","0.9912663755458515","0.5098568720403938","0.89"
"38","0.008228088551783702","0.997707423580786","0.5440616160524887","0.8895652173913043"
"39","0.021756888280436506","0.9935589519650655","0.49116581418936184","0.8852173913043478"
"40","0.01263052591647223","0.9963973799126637","0.489007196617414","0.898695652173913"
"41","0.0066981642896288334","0.9982532751091703","0.7141355673094159","0.8686956521739131"
"42","0.027900563838537132","0.990174672489083","0.5538906749752958","0.8808695652173913"
"43","0.004522892566042948","0.9990174672489083","0.5416906459998522","0.8891304347826087"
"44","0.0013531850839799478","0.9997816593886463","0.5476860694144347","0.8991304347826087"
"45","0.00032418705958221186","1.0","0.5576980572557027","0.8965217391304348"
"46","0.00016488159560376357","1.0","0.5690739888363802","0.8965217391304348"
"47","0.00011600318455378142","1.0","0.5809685976340678","0.8978260869565218"
"48","8.577972516732943e-05","1.0","0.5932384205766341","0.8973913043478261"
"49","6.495000998212047e-05","1.0","0.6059196031966523","0.8978260869565218"
"50","4.9680497444086437e-05","1.0","0.6183063824472218","0.8978260869565218"
"51","3.827971660827065e-05","1.0","0.6305435532691817","0.8991304347826087"
"52","2.9609765606749097e-05","1.0","0.6435671229277353","0.8995652173913044"
"53","2.294065647890391e-05","1.0","0.6559996094293756","0.9"
"54","1.7779206621088417e-05","1.0","0.6687705171279326","0.8995652173913044"
"55","1.379756427790898e-05","1.0","0.6815687168323126","0.9004347826086957"
"56","1.0745181795382262e-05","1.0","0.6941157068118825","0.9"
"57","8.361620663212392e-06","1.0","0.7068658203137385","0.9"
"58","6.509035419976516e-06","1.0","0.7196391683926994","0.8995652173913044"
"59","5.066446864806879e-06","1.0","0.732410805521087","0.9"
