"","losses_train","accuracies_train","losses_val","accuracies_val"
"0","1.3727707724048668","0.339041095890411","1.3701787832620982","0.3324324324324324"
"1","1.368938779994233","0.34178082191780823","1.368283458658167","0.3324324324324324"
"2","1.3684220403841096","0.34178082191780823","1.3681888709197174","0.3324324324324324"
"3","1.3679817082130745","0.34178082191780823","1.3668959140777588","0.3324324324324324"
"4","1.3672410184389925","0.34178082191780823","1.3667125637466844","0.3324324324324324"
"5","1.366770913339641","0.34178082191780823","1.3658326445399105","0.3324324324324324"
"6","1.3664065705586785","0.34178082191780823","1.366612508490279","0.3324324324324324"
"7","1.365501152325983","0.34178082191780823","1.3644798704095789","0.3324324324324324"
"8","1.3655969647512043","0.34178082191780823","1.371299408577584","0.3324324324324324"
"9","1.3645788912903773","0.34178082191780823","1.3751863788914036","0.3324324324324324"
"10","1.3615658985425347","0.34178082191780823","1.3756475770795666","0.3324324324324324"
"11","1.3610536382622915","0.34178082191780823","1.3744005512546849","0.3324324324324324"
"12","1.3575266305714437","0.3424657534246575","1.359497392499769","0.3324324324324324"
"13","1.3542455328653937","0.3424657534246575","1.358189863127631","0.34054054054054056"
"14","1.3482656527871955","0.36027397260273974","1.3585706369296924","0.32972972972972975"
"15","1.3479971371284902","0.3643835616438356","1.373864705498154","0.327027027027027"
"16","1.3200260882508266","0.3780821917808219","1.3688438067565094","0.327027027027027"
"17","1.2959796496450084","0.4075342465753425","1.3139882635425877","0.34864864864864864"
"18","1.2142277800873533","0.41164383561643836","1.302309121634509","0.34324324324324323"
"19","1.1825660189537153","0.4383561643835616","1.3020619750022888","0.35405405405405405"
"20","1.139200558809385","0.4657534246575342","1.3420501303028416","0.3567567567567568"
"21","1.0929810384364977","0.49726027397260275","1.3947656766788379","0.35405405405405405"
"22","1.055701158226353","0.5287671232876713","1.4542818504410822","0.3675675675675676"
"23","0.9893123527912244","0.5575342465753425","1.6319419789958645","0.37567567567567567"
"24","0.928272886227255","0.5965753424657534","1.531948890234973","0.4"
"25","0.8874581952209342","0.6356164383561643","1.677862441217577","0.37567567567567567"
"26","0.8387906246193467","0.6486301369863013","2.1038824352058203","0.35405405405405405"
"27","0.8593711742799576","0.6472602739726028","1.9641571415437233","0.3567567567567568"
"28","0.7995391124731874","0.6787671232876712","1.8857485732516728","0.33783783783783783"
"29","0.7437690173926419","0.6835616438356165","1.8743554772557438","0.37027027027027026"
"30","0.6851369007809521","0.7356164383561644","2.1460666253760055","0.33783783783783783"
"31","0.6649844897528218","0.7404109589041096","1.851426003752528","0.35405405405405405"
"32","0.607852394348138","0.7678082191780822","1.9625514326868831","0.3783783783783784"
"33","0.5707037733638123","0.7897260273972603","2.0922637759028255","0.3945945945945946"
"34","0.5186464980448762","0.810958904109589","2.0571486498858476","0.3783783783783784"
"35","0.4756526399199685","0.8191780821917808","2.3309098836537956","0.37567567567567567"
"36","0.4375637723132968","0.8335616438356165","2.260400997625815","0.36486486486486486"
"37","0.38645099414742157","0.8609589041095891","2.5512703866571993","0.3891891891891892"
"38","0.43021597218227714","0.8369863013698631","2.4889945822793083","0.3810810810810811"
"39","0.3776868208604929","0.8554794520547945","2.8732584086624353","0.3675675675675676"
"40","0.3015978162699979","0.8863013698630137","2.521985711278142","0.372972972972973"
"41","0.2798724321087133","0.8931506849315068","2.6398508484299117","0.3972972972972973"
"42","0.2866084791898523","0.8945205479452055","2.6053893630569047","0.40540540540540543"
"43","0.2647685304424432","0.8986301369863013","2.604751308222075","0.37027027027027026"
"44","0.22168600446965597","0.9095890410958904","2.5762496381192594","0.3810810810810811"
